[Script Info]
; Script generated by Aegisub 3.2.2
; http://www.aegisub.org/
Title: animesubtitle.ir
ScriptType: v4.00+
WrapStyle: 0
PlayResX: 848
PlayResY: 480
ScaledBorderAndShadow: yes
YCbCr Matrix: TV.601

[Aegisub Project Garbage]
Last Style Storage: Default
Audio File: Spy x Family - 01.mkv
Video File: Spy x Family - 01.mkv
Video AR Mode: 4
Video AR Value: 1.777778
Video Zoom Percent: 0.500000
Scroll Position: 482
Active Line: 487
Video Position: 34223

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: main,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: top,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,10,10,28,1
Style: italics,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: italicstop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: flashback,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: flashback italics,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: flashbacktop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: flashbackitalicstop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: sign_6041_79_OPERATION_STRIX,B Koodak,36,&H19FFFFFF,&H000000FF,&H7D000000,&H96000000,-1,0,0,0,100,100,0,0,1,2,1,1,30,30,20,1
Style: sign_14746_228_CHILDREARING,B Koodak,36,&H00222B2B,&H000000FF,&H00F4FCF6,&H00000000,-1,0,0,0,100,100,0,0,1,4,0,8,30,30,20,1

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:17:32.68,0:17:33.28,main,Fake Nguyen,0,0,0,,گوش کن
Dialogue: 0,0:17:33.69,0:17:36.91,main,Fake Nguyen,0,0,0,,اگه مستقیم بری پایین این خیابون و بپیچی به راست
Dialogue: 0,0:17:36.91,0:17:38.04,main,Fake Nguyen,0,0,0,,یه ایستگاه پلیس پیدا میکنی
Dialogue: 0,0:17:38.04,0:17:41.65,main,Fake Nguyen,0,0,0,,اگه بتونی اینو به یه افسر پلیس برسونی \N بازی رو برنده میشی
Dialogue: 0,0:17:41.65,0:17:42.46,main,Fake Nguyen,0,0,0,,فهمیدی ؟
Dialogue: 0,0:17:42.46,0:17:45.93,italics,Loid,0,0,0,,اگه اینو نشونشون بدی ، تو رو به یه \Nیتیم خونه ی بهتر می فرستند
Dialogue: 0,0:17:45.93,0:17:48.04,italics,Loid,0,0,0,,یه بچه رو توی این ماموریت درگیر نمیکنم
Dialogue: 0,0:17:48.04,0:17:49.94,italics,Loid,0,0,0,,یه فکر دیگه میکنم و دوباره روی نقشه کار میکنم
Dialogue: 0,0:17:48.93,0:17:49.94,top,Anya,0,0,0,,... بابا
Dialogue: 0,0:17:49.94,0:17:51.66,main,Loid,0,0,0,,! خیلی خوب برو ! زود باش
Dialogue: 0,0:17:52.93,0:17:55.42,italics,Loid,0,0,0,,یه جاسوس بدرد نخورم ؟ نه
Dialogue: 0,0:17:55.78,0:17:58.75,italics,Loid,0,0,0,,از اولش هم اشتباه من اون دختر کوچولو\N رو توی خطر انداخت
Dialogue: 0,0:17:59.12,0:18:00.26,italics,Loid,0,0,0,,چطور تونستم فراموش کنم ؟
Dialogue: 0,0:18:00.64,0:18:04.51,italics,Loid,0,0,0,,برای بوجود آوردن دنیایی که بچه ها \N... مجبور نباشند توی اون گریه کنند
Dialogue: 0,0:18:05.13,0:18:06.73,italics,Loid,0,0,0,,برای همون من یه جاسوس شدم
Dialogue: 0,0:18:10.47,0:18:12.70,main,Henchman B,0,0,0,,! به هیچ قیمتی اجازه ندید اون عوضی فرار بکنه
Dialogue: 0,0:18:12.70,0:18:14.79,main,Henchman E,0,0,0,,از اینجا بیرون می کشیمش و صورتش \N... رو برای همه فاش می کنیم
Dialogue: 0,0:18:16.02,0:18:18.00,main,Henchman B,0,0,0,,... یه تله ؟ اون کی
Dialogue: 0,0:18:18.99,0:18:20.92,main,Henchman E,0,0,0,,این چیه ؟ آرد ؟
Dialogue: 0,0:18:21.33,0:18:23.08,main,Henchman C,0,0,0,,!گرگ و میش ؟
Dialogue: 0,0:18:23.08,0:18:25.29,main,Henchman B,0,0,0,,! شلیک نکن ! همه ی اینجا منفجر میشه
Dialogue: 0,0:18:32.85,0:18:33.39,main,Edgar,0,0,0,,... چی
Dialogue: 0,0:18:34.72,0:18:35.87,main,Edgar,0,0,0,,داری سر به سرم میذاری ؟
Dialogue: 0,0:18:38.88,0:18:40.78,main,Loid,0,0,0,,برگردی می کشمت
Dialogue: 0,0:18:40.78,0:18:42.39,main,Edgar,0,0,0,,... گرگ و میش
Dialogue: 0,0:18:42.66,0:18:45.92,main,Loid,0,0,0,,روز بخیر یا شاید هم عصر بخیر ، ادگار-سان
Dialogue: 0,0:18:45.92,0:18:47.25,main,Loid,0,0,0,,کارن چطوره ؟
Dialogue: 0,0:18:47.25,0:18:49.39,main,Edgar,0,0,0,,چطور اسم دختر منو می دونی ؟
Dialogue: 0,0:18:49.39,0:18:52.61,main,Loid,0,0,0,,معلومه که می دونم ، اون کاریه که جاسوسها می کنند
Dialogue: 0,0:18:52.61,0:18:54.63,main,Loid,0,0,0,,قدش ، وزنش ، سایز کفشش
Dialogue: 0,0:18:54.63,0:18:57.40,main,Loid,0,0,0,,غذای مورد علاقه اش ، حتی تعداد خالهای \Nروی بدنش رو هم میدونم
Dialogue: 0,0:18:57.89,0:19:01.98,main,Loid,0,0,0,,هرچند در مقایسه با سوابق تو هیچی نیست ، همه ی \Nسوابق فعالیتهای مجرمانه اش رو هم می دونم
Dialogue: 0,0:19:01.98,0:19:03.66,main,Edgar,0,0,0,,... مزخرفه ! دختر من هیچوقت
Dialogue: 0,0:19:03.66,0:19:04.23,main,Loid,0,0,0,,ادگار
Dialogue: 0,0:19:04.51,0:19:07.42,main,Loid,0,0,0,,اینو هم می دونم که چقدر به دخترت اهمیت میدی
Dialogue: 0,0:19:07.42,0:19:08.24,main,Loid,0,0,0,,پس بدقت گوش کن
Dialogue: 0,0:19:08.49,0:19:11.48,main,Loid,0,0,0,,اگه دلت می خواد که ظاهر یه \Nزندگی عادی رو داشته باشه
Dialogue: 0,0:19:11.48,0:19:13.31,main,Loid,0,0,0,,دست از سر من برمیداری
Dialogue: 0,0:19:16.00,0:19:18.46,main,Loid,0,0,0,,اگه فهمیدی ، همین الان برو خونه
Dialogue: 0,0:19:33.52,0:19:34.42,main,Loid,0,0,0,,! آنیا
Dialogue: 0,0:19:34.42,0:19:35.35,main,Anya,0,0,0,,! بابا
Dialogue: 0,0:19:36.32,0:19:38.42,main,Anya,0,0,0,,! بابا
Dialogue: 0,0:19:38.42,0:19:40.28,main,Loid,0,0,0,,تو چیکار ... نه
Dialogue: 0,0:19:40.28,0:19:42.53,main,Loid,0,0,0,,بیرون خونه چیکار میکنی ؟
Dialogue: 0,0:19:42.53,0:19:45.73,main,Loid,0,0,0,,اوه ، من ، فقط اومده بودم اینجا خرید
Dialogue: 0,0:19:45.73,0:19:47.21,main,Loid,0,0,0,,اما فکر کنم ورشکست شدند
Dialogue: 0,0:19:47.21,0:19:49.30,italics,Anya,0,0,0,,بابا یه دروغگوی بزرگه
Dialogue: 0,0:19:49.30,0:19:52.05,main,Anya,0,0,0,,داشتم با یه پیرمرد گرگم به هوا بازی می کردم
Dialogue: 0,0:19:52.05,0:19:54.19,main,Loid,0,0,0,,که اینطور ، بهت خوش گذشت ؟
Dialogue: 0,0:19:55.20,0:19:56.95,main,Anya,0,0,0,,یه کمی ترسناک بود
Dialogue: 0,0:19:57.74,0:19:59.79,main,Anya,0,0,0,,می خوام برم خونه
Dialogue: 0,0:20:00.41,0:20:02.48,main,Anya,0,0,0,,به خونه ی بابا و آنیا
Dialogue: 0,0:20:03.27,0:20:04.88,main,Loid,0,0,0,,مطمئنی ؟
Dialogue: 0,0:20:05.82,0:20:08.96,main,Anya,0,0,0,,اگه منو جا بذاری گریه میکنم
Dialogue: 0,0:20:08.96,0:20:11.85,flashback italics,Franky,0,0,0,,چهار دفعه به فرزندخوندگی گرفته شده\N و هر دفعه پس فرستاده شده
Dialogue: 0,0:20:12.22,0:20:15.79,italics,Loid,0,0,0,,... آنیا ویلیامز ... آنیا لوسکی
Dialogue: 0,0:20:15.79,0:20:17.24,italics,Loid,0,0,0,,آنیا روشه
Dialogue: 0,0:20:17.64,0:20:18.73,main,Loid,0,0,0,,که اینطور
Dialogue: 0,0:20:19.53,0:20:20.92,main,Loid,0,0,0,,پس ، بیا بریم خونه
Dialogue: 0,0:20:25.46,0:20:28.01,main,Loid,0,0,0,,اما اون آپارتمان زیادی خطرناکه\N پس بیا اسبابکشی کنیم
Dialogue: 0,0:20:28.01,0:20:29.82,main,Loid,0,0,0,,دیروز اونجا یه مار سمی دیدم
Dialogue: 0,0:20:29.82,0:20:30.74,main,Anya,0,0,0,,از مارها خوشم نمیاد
Dialogue: 0,0:20:31.05,0:20:33.58,italics,Anya,0,0,0,,... بابا یه دروغگوی بزرگه
Dialogue: 0,0:20:33.58,0:20:35.99,italics,Anya,0,0,0,,اما دروغگوی خیلی باحالیه
Dialogue: 0,0:20:35.99,0:20:37.76,main,Anya,0,0,0,,دلم می خواد توی یه قلعه زندگی کنم
Dialogue: 0,0:20:37.76,0:20:39.00,main,Loid,0,0,0,,می گردیم ببینیم یکی پیدا میشه یا نه
Dialogue: 0,0:20:39.73,0:20:41.78,main,Loid,0,0,0,,وقتی رفتیم به خونه ی جدیدمون باید درس بخونی
Dialogue: 0,0:20:41.78,0:20:42.46,main,Anya,0,0,0,,! آه
Dialogue: 0,0:20:42.46,0:20:44.85,main,Loid,0,0,0,,این دفعه ، فقط باید جوابها رو حفظ بکنی
Dialogue: 0,0:20:44.85,0:20:45.82,main,Loid,0,0,0,,راحته
Dialogue: 0,0:20:56.51,0:20:58.95,main,Invigilator,0,0,0,,! خیلی خوب ، شروع کنید
Dialogue: 0,0:21:01.04,0:21:02.64,italics,Loid,0,0,0,,روی تو حساب میکنم ، آنیا
Dialogue: 0,0:21:04.00,0:21:04.71,italics,Loid,0,0,0,,موفق باشی
Dialogue: 0,0:21:06.31,0:21:07.68,italics,Child B,0,0,0,,! خیلی سخته
Dialogue: 0,0:21:07.08,0:21:09.11,italicstop,Child C,0,0,0,,! هیچکدوم این جوابها رو نمی دونم
Dialogue: 0,0:21:09.11,0:21:11.20,italics,Child D,0,0,0,,... ده ... بیست ... سی ... چهل
Dialogue: 0,0:21:11.20,0:21:13.00,italics,Child E,0,0,0,,... مامان
Dialogue: 0,0:21:24.62,0:21:26.47,main,Loid,0,0,0,,... کی212
Dialogue: 0,0:21:26.47,0:21:28.21,main,Loid,0,0,0,,... کی212
Dialogue: 0,0:21:31.02,0:21:33.01,main,Loid,0,0,0,,! اینجاست ! قبول شدی
Dialogue: 0,0:21:33.26,0:21:34.51,main,Loid,0,0,0,,! موفق شدی
Dialogue: 0,0:21:34.51,0:21:35.70,main,Anya,0,0,0,,کارم خوب بود ؟
Dialogue: 0,0:21:35.70,0:21:37.02,main,Loid,0,0,0,,! خیلی خوب بود خیلی خوب بود
Dialogue: 0,0:21:37.02,0:21:37.65,main,Loid,0,0,0,,... تو
Dialogue: 0,0:21:38.69,0:21:39.52,main,Anya,0,0,0,,! بابا
Dialogue: 0,0:21:40.13,0:21:43.04,italics,Loid,0,0,0,,یه لحظه خودم رو شل کردم و تمام خستگیهای\N روی هم تلنبار شده ام یه دفعه بهم اثر کرد
Dialogue: 0,0:21:41.11,0:21:44.04,top,Anya,0,0,0,,! بابا ! تنهام نذار
Dialogue: 0,0:21:44.04,0:21:46.99,italics,Loid,0,0,0,,من ... شل کردم ؟
Dialogue: 0,0:21:44.04,0:21:47.38,top,Anya,0,0,0,,! بابا ! منو گریه میندازی
Dialogue: 0,0:21:47.38,0:21:51.90,top,Anya,0,0,0,,! قول میدم دختر خوبی باشم ! فقط برگرد پیشم
Dialogue: 0,0:21:47.99,0:21:49.93,italics,Loid,0,0,0,,من چم شده ؟
Dialogue: 0,0:22:50.21,0:22:52.00,main,Anya,0,0,0,,بابا مرد
Dialogue: 0,0:22:52.66,0:22:53.99,main,Mailman,0,0,0,,! یه نامه براتون دارم
Dialogue: 0,0:22:56.30,0:22:57.46,main,Mailman,0,0,0,,اینجا خونه ی فورجر-سانه ؟
Dialogue: 0,0:22:57.77,0:22:59.39,main,Anya,0,0,0,,آنیا فورجر هستم
Dialogue: 0,0:22:59.39,0:23:02.20,main,Mailman,0,0,0,,می تونی اینو به مامان یا بابات بدی ؟
Dialogue: 0,0:23:02.20,0:23:03.60,main,Anya,0,0,0,,مامانم وجود نداره
Dialogue: 0,0:23:03.60,0:23:05.74,main,Mailman,0,0,0,,... اوه ، واقعاً ؟ متاسفم
Dialogue: 0,0:23:05.74,0:23:08.87,main,Anya,0,0,0,,بابا ! پستچی اومده
Dialogue: 0,0:23:27.85,0:23:30.82,main,Loid,0,0,0,,!فکر کردی چیکار داری میکنی ؟ \N!داری سعی میکنی منو بکشی ؟
Dialogue: 0,0:23:31.20,0:23:33.80,italics,Loid,0,0,0,,واقعاً جلوی یه نفر خوابم برده
Dialogue: 0,0:23:33.80,0:23:36.34,italics,Loid,0,0,0,,قابل قبول نیست ، باید خودم رو جمع و جور کنم
Dialogue: 0,0:23:36.34,0:23:37.33,main,Anya,0,0,0,,! نامه
Dialogue: 0,0:23:39.77,0:23:42.03,main,Loid,0,0,0,,یه نامه از کالج ایدن
Dialogue: 0,0:23:42.90,0:23:44.47,main,Anya,0,0,0,,چی شده ، بابا ؟
Dialogue: 0,0:23:44.47,0:23:47.36,main,Loid,0,0,0,,مرحله ی دوم قبولی مصاحبه ی خانوادگیه
Dialogue: 0,0:23:47.36,0:23:50.61,main,Loid,0,0,0,,الزامیه که داوطلب با هر دو والدینش حضور داشته باشه
Dialogue: 0,0:23:50.61,0:23:52.87,main,Loid,0,0,0,,هیچ استثنائی وجود نداره
Dialogue: 0,0:23:53.95,0:23:56.07,main,Anya,0,0,0,,اما مامان وجود نداره
Dialogue: 0,0:24:06.80,0:24:09.87,sign_6041_79_OPERATION_STRIX,Sign,0,0,0,,{\an3\c&HF1FAF4&\1a&H00&\fscx98\pos(795.325,381)}ماموریت : 2\Nتامین همسر
